trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
399,False,"{'a': 0.8, 'e': 0.1353347165085562}",35,21,24.525806334391056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.8, 'e': 0.1346580429260134}",20,12,13.389557141937901,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.8, 'e': 0.13398475271138335}",20,1,30.908753965710414,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.8, 'e': 0.13331482894782642}",25,17,14.62444810361929,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.8, 'e': 0.13264825480308728}",30,0,45.21951824197436,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.8, 'e': 0.13198501352907185}",30,12,30.078953975073528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.8, 'e': 0.1313250884614265}",20,3,17.571420110642332,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.8, 'e': 0.13066846301911936}",20,12,15.203861292279326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.8, 'e': 0.13001512070402377}",20,0,17.10179685699092,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
408,False,"{'a': 0.8, 'e': 0.12936504510050365}",35,20,1.7873931369257834,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
409,False,"{'a': 0.8, 'e': 0.12871821987500112}",25,17,18.823354306434993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.8, 'e': 0.12807462877562611}",25,7,30.76323611206292,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.8, 'e': 0.12743425563174798}",20,11,16.454923862872864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.8, 'e': 0.12679708435358925}",25,20,9.078337327763641,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.8, 'e': 0.1261630989318213}",20,8,20.286771755847216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.8, 'e': 0.1255322834371622}",25,8,26.387751639312924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.8, 'e': 0.12490462201997637}",25,9,14.420829598325705,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.8, 'e': 0.1242800989098765}",30,22,15.551363417010425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.8, 'e': 0.12365869841532712}",30,19,12.358789587763177,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.8, 'e': 0.12304040492325048}",30,6,18.30218554937736,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.8, 'e': 0.12242520289863423}",20,14,11.227514866273133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.8, 'e': 0.12181307688414106}",25,10,16.279170967118016,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.8, 'e': 0.12120401149972035}",20,11,16.33066573520281,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.8, 'e': 0.12059799144222175}",25,16,19.975750432183933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.8, 'e': 0.11999500148501063}",20,13,12.63705019728695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.8, 'e': 0.11939502647758558}",20,9,2.7735429797444517,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.8, 'e': 0.11879805134519765}",20,10,-6.229251827410001,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
426,False,"{'a': 0.8, 'e': 0.11820406108847166}",20,13,9.318792145454648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.8, 'e': 0.1176130407830293}",20,14,11.341372947392703,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.8, 'e': 0.11702497557911415}",25,8,14.948950617247597,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.8, 'e': 0.11643985070121858}",30,16,30.021943947584614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.8, 'e': 0.11585765144771248}",20,16,6.62354587363771,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.8, 'e': 0.11527836319047392}",20,12,16.863864066376795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.8, 'e': 0.11470197137452155}",25,15,8.462672914136194,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.8, 'e': 0.11412846151764894}",35,18,28.93380061474273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.8, 'e': 0.1135578192100607}",30,18,22.314545031876055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.8, 'e': 0.11299003011401039}",25,13,19.351423674450725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.8, 'e': 0.11242507996344034}",25,5,-5.798353593159818,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
437,False,"{'a': 0.8, 'e': 0.11186295456362313}",20,16,6.715776032588734,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.8, 'e': 0.11130363979080501}",25,17,16.331532191331593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.8, 'e': 0.11074712159185099}",20,10,-23.47007563442616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
440,False,"{'a': 0.8, 'e': 0.11019338598389174}",25,2,5.199218200739541,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
441,False,"{'a': 0.8, 'e': 0.10964241905397228}",35,18,7.615196049778598,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
442,False,"{'a': 0.8, 'e': 0.10909420695870241}",25,12,21.56917286248026,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.8, 'e': 0.1085487359239089}",20,1,6.425755226477173,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.8, 'e': 0.10800599224428936}",20,14,10.86427463650028,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.8, 'e': 0.10746596228306791}",20,5,25.30247900289798,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.8, 'e': 0.10692863247165257}",20,16,7.065191152957045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.8, 'e': 0.1063939893092943}",20,7,20.162340983687333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.8, 'e': 0.10586201936274783}",20,10,19.50753098600997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.8, 'e': 0.10533270926593409}",20,13,15.134744593337475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.8, 'e': 0.10480604571960442}",30,15,-1.7587503744458348,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
451,False,"{'a': 0.8, 'e': 0.1042820154910064}",30,22,13.780469362770534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.8, 'e': 0.10376060541355137}",25,8,33.32020913061381,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.8, 'e': 0.1032418023864836}",30,3,6.429013646793483,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
454,False,"{'a': 0.8, 'e': 0.10272559337455119}",20,4,-30.932806491627844,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
455,False,"{'a': 0.8, 'e': 0.10221196540767843}",20,8,25.60798558791746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.8, 'e': 0.10170090558064004}",25,10,21.060163393589825,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.8, 'e': 0.10119240105273684}",25,16,16.866798613911516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.8, 'e': 0.10068643904747315}",20,0,-36.07170021470587,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
459,False,"{'a': 0.8, 'e': 0.10018300685223579}",20,0,13.506533040414398,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
460,False,"{'a': 0.8, 'e': 0.0996820918179746}",30,11,32.16570619670848,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.8, 'e': 0.09918368135888474}",20,10,19.960101801904507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.8, 'e': 0.09868776295209031}",30,18,20.00818630102391,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.8, 'e': 0.09819432413732986}",25,8,28.81144099739003,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.8, 'e': 0.09770335251664321}",20,14,13.215055234970746,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.8, 'e': 0.09721483575406}",20,12,14.119228552237548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.8, 'e': 0.09672876157528969}",20,3,26.9172458608349,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.8, 'e': 0.09624511776741324}",25,7,2.3479436676630847,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
468,False,"{'a': 0.8, 'e': 0.09576389217857617}",20,5,26.01482705292343,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.8, 'e': 0.09528507271768329}",30,12,36.023456358877816,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.8, 'e': 0.09480864735409487}",30,18,21.899200998568485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.8, 'e': 0.0943346041173244}",25,15,20.43688439085291,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.8, 'e': 0.09386293109673778}",30,12,35.5965098997221,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.8, 'e': 0.09339361644125409}",25,19,10.392411059753591,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.8, 'e': 0.09292664835904782}",25,17,13.30547471414114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.8, 'e': 0.09246201511725258}",25,17,3.8318886237619267,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.8, 'e': 0.09199970504166631}",25,19,12.99100202550503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.8, 'e': 0.09153970651645797}",20,10,9.70849745109867,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.8, 'e': 0.09108200798387568}",20,6,-30.0632775574893,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
479,False,"{'a': 0.8, 'e': 0.0906265979439563}",20,10,8.524029056432635,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.8, 'e': 0.09017346495423652}",25,12,19.43052597159703,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.8, 'e': 0.08972259762946533}",25,0,38.53851652310313,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
482,False,"{'a': 0.8, 'e': 0.089273984641318}",25,13,23.277560000918463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.8, 'e': 0.0888276147181114}",30,18,22.219191114630735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.8, 'e': 0.08838347664452084}",20,10,20.79749191997425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.8, 'e': 0.08794155926129824}",20,1,-26.302681536224434,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
486,False,"{'a': 0.8, 'e': 0.08750185146499175}",25,11,1.9182751590124325,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.8, 'e': 0.08706434220766679}",20,12,16.015015178611733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.8, 'e': 0.08662902049662846}",20,11,18.877178220100962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.8, 'e': 0.08619587539414532}",25,7,10.711230345308442,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
490,False,"{'a': 0.8, 'e': 0.08576489601717459}",30,24,15.127669589619336,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.8, 'e': 0.08533607153708872}",25,11,27.269139260142104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.8, 'e': 0.08490939117940327}",20,0,32.85050941951891,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.8, 'e': 0.08448484422350626}",25,12,14.065916693300267,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.8, 'e': 0.08406242000238873}",20,14,12.236170292801964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.8, 'e': 0.08364210790237678}",35,19,19.263604948763433,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.8, 'e': 0.0832238973628649}",30,18,25.013520349746948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.8, 'e': 0.08280777787605056}",30,12,38.585111762111765,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.8, 'e': 0.08239373898667031}",30,6,27.324888483769406,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.8, 'e': 0.08198177029173696}",25,9,21.79164793677059,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.8, 'e': 0.08157186144027828}",20,3,28.764320827436993,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.8, 'e': 0.0811640021330769}",20,6,13.489887515250606,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.8, 'e': 0.08075818212241151}",20,14,12.866409686879166,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.8, 'e': 0.08035439121179945}",25,12,23.02830296196361,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.8, 'e': 0.07995261925574046}",20,10,7.004207714497103,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.8, 'e': 0.07955285615946175}",25,12,15.853484833618502,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.8, 'e': 0.07915509187866444}",20,8,21.4637804462766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.8, 'e': 0.07875931641927113}",25,13,21.08474317824446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.8, 'e': 0.07836551983717477}",25,10,28.706374352799337,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.8, 'e': 0.07797369223798889}",30,20,17.523442574262646,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.8, 'e': 0.07758382377679894}",25,1,39.869531324364246,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.8, 'e': 0.07719590465791494}",20,11,17.362904603443955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.8, 'e': 0.07680992513462537}",20,13,13.777490480855453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.8, 'e': 0.07642587550895225}",25,11,30.066133296253827,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.8, 'e': 0.07604374613140748}",20,2,29.477525524481397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.8, 'e': 0.07566352740075044}",25,14,16.481660287787847,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.8, 'e': 0.07528520976374668}",20,4,-54.55239316645884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
517,False,"{'a': 0.8, 'e': 0.07490878371492794}",20,3,28.150849075503917,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.8, 'e': 0.0745342397963533}",25,8,-12.744392134529559,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
519,False,"{'a': 0.8, 'e': 0.07416156859737154}",25,0,38.04655541533311,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
520,False,"{'a': 0.8, 'e': 0.07379076075438468}",25,0,-7.3141247496106265,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
521,False,"{'a': 0.8, 'e': 0.07342180695061275}",25,19,14.429210812586708,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.8, 'e': 0.07305469791585968}",25,13,14.97340975125183,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.8, 'e': 0.07268942442628039}",20,12,14.555361233655669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.8, 'e': 0.07232597730414898}",30,24,12.237904196524717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.8, 'e': 0.07196434741762824}",20,12,14.900451374635942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.8, 'e': 0.0716045256805401}",30,6,40.85057361237644,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.8, 'e': 0.0712465030521374}",30,13,29.213325789960233,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.8, 'e': 0.0708902705368767}",20,16,7.241481224882733,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.8, 'e': 0.07053581918419231}",20,6,3.124238613520204,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.8, 'e': 0.07018314008827135}",20,11,16.80634234300276,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.8, 'e': 0.06983222438783}",20,0,10.821167579804566,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
532,False,"{'a': 0.8, 'e': 0.06948306326589085}",25,14,19.27066173636892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.8, 'e': 0.0691356479495614}",25,13,9.710983251800908,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.8, 'e': 0.06878996970981359}",20,7,24.1144598075349,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.8, 'e': 0.06844601986126451}",25,11,26.695611509739518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.8, 'e': 0.06810378976195819}",25,13,22.662616735688097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.8, 'e': 0.0677632708131484}",20,13,13.559951102547057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.8, 'e': 0.06742445445908266}",20,14,11.201481486654037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.8, 'e': 0.06708733218678724}",20,11,15.913744131607507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.8, 'e': 0.0667518955258533}",25,12,27.014855217744948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.8, 'e': 0.06641813604822402}",25,0,31.610376856915764,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
542,False,"{'a': 0.8, 'e': 0.0660860453679829}",25,11,24.865513754369907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.8, 'e': 0.06575561514114299}",30,20,12.62135196224872,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.8, 'e': 0.06542683706543727}",30,3,19.844587047147943,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
545,False,"{'a': 0.8, 'e': 0.06509970288011008}",30,18,-19.53852537706655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
546,False,"{'a': 0.8, 'e': 0.06477420436570952}",20,12,18.416881809996994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.8, 'e': 0.06445033334388098}",20,6,23.593314725556176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.8, 'e': 0.06412808167716157}",25,15,19.42285441043777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.8, 'e': 0.06380744126877576}",30,5,40.698454285098784,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.8, 'e': 0.06348840406243188}",25,18,11.56794466861515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.8, 'e': 0.06317096204211972}",20,15,10.534307930174073,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.8, 'e': 0.06285510723190912}",20,7,14.291480321511113,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.8, 'e': 0.06254083169574957}",20,11,18.79388340627365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.8, 'e': 0.062228127537270826}",20,2,29.36112619263173,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.8, 'e': 0.06191698689958447}",25,11,25.53794958545692,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.8, 'e': 0.061607401965086545}",30,17,26.503594361354818,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.8, 'e': 0.06129936495526111}",20,10,22.84486678541757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.8, 'e': 0.0609928681304848}",30,4,33.72718703057386,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.8, 'e': 0.060687903789832374}",25,15,18.178949197793234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.8, 'e': 0.06038446427088321}",25,12,-3.309327999296629,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
561,False,"{'a': 0.8, 'e': 0.06008254194952879}",25,15,21.005595925439632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.8, 'e': 0.05978212923978115}",25,16,14.550858411307916,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.8, 'e': 0.05948321859358224}",30,16,26.639497866744414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.8, 'e': 0.05918580250061433}",20,6,2.8847141918527948,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
565,False,"{'a': 0.8, 'e': 0.058889873488111255}",20,14,12.751513204971763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.8, 'e': 0.058595424120670696}",25,18,5.949811950422436,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.8, 'e': 0.05830244700006734}",20,9,20.44666536261148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.8, 'e': 0.058010934765067}",20,9,18.690147017340585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.8, 'e': 0.05772088009124167}",20,11,15.460596440933415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.8, 'e': 0.05743227569078546}",20,9,20.514126115287493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.8, 'e': 0.05714511431233153}",25,13,19.733429488392822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.8, 'e': 0.05685938874076987}",20,6,27.826599650258164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.8, 'e': 0.056575091797066025}",30,12,24.074607642997112,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.8, 'e': 0.056292216338080694}",35,18,31.91689281864514,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.8, 'e': 0.05601075525639029}",25,16,16.43201893667476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.8, 'e': 0.05573070148010834}",20,16,7.213287868120855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.8, 'e': 0.0554520479727078}",25,7,31.378131580949148,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.8, 'e': 0.05517478773284426}",20,16,6.3475311705499955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.8, 'e': 0.05489891379418004}",35,21,29.956009716876594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.8, 'e': 0.05462441922520914}",30,18,21.22345619327116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.8, 'e': 0.0543512971290831}",35,23,20.750417877425853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.8, 'e': 0.05407954064343768}",25,10,24.554405444121784,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.8, 'e': 0.05380914294022049}",20,12,14.987436855295613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
